ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_TIENEETNIA;ESTU_PAIS_RESIDE;ESTU_ETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_ESTABLECIMIENTO;ESTU_ESTADOINVESTIGACION;ESTU_GENERACION-E
TI;COLOMBIA;F;23/01/2002;20194;SB11201940530139;ESTUDIANTE;No;COLOMBIA;NA;ARAUCA;81;ARAUQUITA;81065;Sin Estrato;5 a 6;Dos;Primaria incompleta;Primaria completa;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;No;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;Nunca o rara vez comemos eso;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;Menos de 10 horas;No;662601;3,81001E+11;INSTITUTO PSICOPEDAGOGICO JUVENIL;MIXTO;NO OFICIAL;A;N;NA;3,81001E+11;INSTITUTO PSICOPEDAGOGICO JUVENIL - SEDE PRINCIPAL;S;URBANO;SABATINA;81001;ARAUCA;81;ARAUCA;N;81065;ARAUQUITA;ARAUCA;81;41;16;2;30;5;1;42;29;2;30;9;1;23;1;A-;174;7;368.423.447.667.435;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;5/11/2000;20194;SB11201940090957;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;ROLDANILLO;76622;Estrato 3;3 a 4;Tres;Secundaria (Bachillerato) completa;Técnica o tecnológica completa;No aplica;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;No;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;No leo por entretenimiento;30 minutos o menos;0;No;18812;1,76622E+11;IE NORMAL SUPERIOR JORGE ISAACS;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,76622E+11;NORMAL SUPERIOR JORGE ISAACS;S;URBANO;MAÑANA;76622;ROLDANILLO;76;VALLE;N;76622;ROLDANILLO;VALLE;76;44;24;2;48;42;2;47;46;2;41;38;2;46;45;A-;225;37;528.149.453.648.748;3;3;PUBLICAR;NO
TI;COLOMBIA;F;6/08/2001;20194;SB11201940393520;ESTUDIANTE;No;COLOMBIA;NA;CALDAS;17;MANIZALES;17001;Estrato 4;7 a 8;Uno;Educación profesional completa;Secundaria (Bachillerato) completa;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;Si;Si;No;Si;0 A 10 LIBROS;NA;Nunca o rara vez comemos eso;3 a 5 veces por semana;Igual;No leo por entretenimiento;30 minutos o menos;Menos de 10 horas;No;6056;1,17001E+11;INSTITUCIÓN EDUCATIVA CHIPRE;MIXTO;OFICIAL;A;N;ACADÉMICO;1,17001E+11;INSTITUCIÓN EDUCATIVA CHIPRE;S;URBANO;MAÑANA;17001;MANIZALES;17;CALDAS;N;17001;MANIZALES;CALDAS;17;69;95;4;59;75;3;52;63;2;53;70;2;46;46;A-;287;77;613.233.468.573.015;3;3;PUBLICAR;NO
TI;COLOMBIA;F;25/11/2001;20194;SB11201940569056;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;ANOLAIMA;25040;Estrato 2;1 a 2;Dos;Primaria completa;Primaria completa;No sabe;Es agricultor, pesquero o jornalero;No;No;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;724500;2,2504E+11;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA FLORIDA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,2504E+11;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA FLORIDA;S;RURAL;UNICA;25040;ANOLAIMA;25;CUNDINAMARCA;N;25040;ANOLAIMA;CUNDINAMARCA;25;63;84;3;61;80;3;68;96;3;63;90;3;48;51;A1;313;89;37.352.395.510.759;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;5/07/2002;20194;SB11201940356086;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;3 a 4;Tres;Primaria incompleta;Primaria incompleta;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;Si;Si;Si;0 A 10 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;144659;1,11001E+11;COLEGIO TOMAS CIPRIANO DE MOSQUERA (IED);MIXTO;OFICIAL;A;NA;ACADÉMICO;1,11001E+11;COL TOMAS CIPRIANO DE MOSQUERA ( INS EDUC DIST) - SEDE PRINCIPAL;S;URBANO;MAÑANA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;47;32;2;54;61;3;51;61;2;53;70;2;56;73;A1;258;60;518.742.975.292.881;3;3;PUBLICAR;NO
TI;COLOMBIA;F;24/05/2002;20194;SB11201940166725;ESTUDIANTE;No;COLOMBIA;NA;SUCRE;70;SAN LUIS DE SINCÉ;70742;Estrato 1;5 a 6;Uno;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;No;No;No;No;Si;Si;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;50153;2,70742E+11;I.E. DE GRANADA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,70742E+11;I.E. DE GRANADA - SEDE PRINCIPAL;S;RURAL;MAÑANA;70742;SAN LUIS DE SINCÉ;70;SUCRE;N;70742;SAN LUIS DE SINCÉ;SUCRE;70;54;57;3;57;68;3;56;75;3;36;23;1;53;65;A1;255;58;407.015.912.394.289;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;19/01/2002;20194;SB11201940351836;ESTUDIANTE;Si;COLOMBIA;Comunidad afrodescendiente;VALLE;76;EL CERRITO;76248;Estrato 1;7 a 8;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;No aplica;No;No;No;Si;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;30 minutos o menos;Entre 30 y 60 minutos;0;No;18416;1,76248E+11;IE SAGRADO CORAZÓN;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,76248E+11;SAGRADO CORAZON;S;URBANO;MAÑANA;76248;EL CERRITO;76;VALLE;N;76248;EL CERRITO;VALLE;76;49;39;2;51;52;3;51;61;2;39;33;1;45;43;A-;237;45;431.949.563.972.137;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;17/07/2000;20194;SB11201940295268;ESTUDIANTE;No;COLOMBIA;NA;CALDAS;17;ANSERMA;17042;Estrato 2;5 a 6;Tres;Primaria incompleta;Primaria incompleta;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja en el hogar, no trabaja o estudia;No;No;No;Si;No;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;196766;2,17042E+11;INSTITUCION EDUCATIVA OCUZCA;MIXTO;OFICIAL;A;NA;ACADÉMICO;2,17042E+11;INSTITUCION EDUCATIVA OCUZCA - SEDE PRINCIPAL;S;RURAL;COMPLETA;17042;ANSERMA;17;CALDAS;N;17042;ANSERMA;CALDAS;17;31;2;1;41;22;2;35;12;1;35;19;1;27;3;A-;174;8;375.005.336.293.095;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;19/12/2002;20194;SB11201940403955;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;BARRANQUILLA;8001;Estrato 1;3 a 4;Tres;Secundaria (Bachillerato) completa;Educación profesional incompleta;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;No;Si;26 A 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;1 o 2 veces por semana;Igual;Entre 1 y 2 horas;30 minutos o menos;0;No;210831;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL TECNICA METROPOLITANO DE BARRANQUILLA PARQUE EDUCATIVO;MIXTO;OFICIAL;A;N;TÉCNICO;1,08001E+11;"""INSTITUCION EDUCATIVA DISTRITAL TECNICO METROPOLITANO DE BARRANQUILLA """"PARQUE EDUCATIVO""""""";S;URBANO;UNICA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;59;74;3;65;88;3;63;91;3;40;34;1;53;64;A1;282;75;579.742.940.249.057;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;26/04/2003;20194;SB11201940379407;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 4;5 a 6;Cuatro;Educación profesional incompleta;Educación profesional completa;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;26 A 100 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Mejor;30 minutos o menos;Más de 3 horas;0;No;108381;3,11001E+11;COLEGIO RETOS;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;COLEGIO RETOS - SEDE PRINCIPAL;S;URBANO;MAÑANA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;54;55;3;59;76;3;56;76;3;46;51;2;70;95;B1;275;71;68.445.317.447.788;4;4;PUBLICAR;NO
TI;COLOMBIA;M;6/02/2003;20194;SB11201940341122;ESTUDIANTE;No;COLOMBIA;NA;BOYACA;15;CÓMBITA;15204;Estrato 1;3 a 4;Dos;Primaria incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;No;Si;No;No;No;Si;No;11 A 25 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Igual;No leo por entretenimiento;30 minutos o menos;Menos de 10 horas;Si, en efectivo;78246;2,15204E+11;I.E. SANTA BARBARA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;2,15204E+11;I.E. SANTA BARBARA - SEDE PRINCIPAL;S;RURAL;MAÑANA;15204;CÓMBITA;15;BOYACA;N;15001;TUNJA;BOYACA;15;44;24;2;53;56;3;53;66;2;42;40;2;50;56;A1;241;48;388.580.578.100.439;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;29/05/2003;20194;SB11201940157474;ESTUDIANTE;No;COLOMBIA;NA;CORDOBA;23;PLANETA RICA;23555;Estrato 1;5 a 6;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Igual;Entre 30 y 60 minutos;30 minutos o menos;0;No;8136;1,23555E+11;INST. EDUC.SIMON BOLIVAR;MIXTO;OFICIAL;A;N;ACADÉMICO;1,23555E+11;INST. EDUC.SIMON BOLIVAR;S;URBANO;MAÑANA;23555;PLANETA RICA;23;CORDOBA;N;23555;PLANETA RICA;CORDOBA;23;61;79;3;55;63;3;57;79;3;51;66;2;46;44;A-;276;72;414.847.471.976.568;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;3/05/2002;20194;SB11201940597145;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 4;5 a 6;Cuatro;Educación profesional completa;Educación profesional completa;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Si;Si;Si;Si;Si;Si;No;Si;MÁS DE 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;3 a 5 veces por semana;Igual;30 minutos o menos;Más de 3 horas;0;No;156232;3,11001E+11;COL CALASANZ;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;COL CALASANZ;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;73;99;4;70;95;3;69;98;3;66;94;3;73;97;B1;349;98;716.327.432.127.017;4;4;PUBLICAR;NO
TI;COLOMBIA;M;20/06/2003;20194;SB11201940380321;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;CARTAGENA DE INDIAS;13001;Estrato 3;3 a 4;Tres;Educación profesional completa;Educación profesional completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Si;Si;Si;Si;Si;No;No;Si;MÁS DE 100 LIBROS;Todos o casi todos los días;Todos o casi todos los días;1 o 2 veces por semana;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;0;No;4242;3,13001E+11;COL. DE LA SALLE;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,13001E+11;COL. DE LA SALLE;S;URBANO;COMPLETA;13001;CARTAGENA DE INDIAS;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;50;40;2;50;47;2;53;67;2;41;38;2;58;79;A2;246;52;699.497.216.209.279;4;4;PUBLICAR;NO
TI;COLOMBIA;F;9/08/2002;20194;SB11201940068033;ESTUDIANTE;No;COLOMBIA;NA;SUCRE;70;SINCELEJO;70001;Estrato 1;3 a 4;Tres;Educación profesional completa;Técnica o tecnológica completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Es vendedor o trabaja en atención al público;Si;No;No;Si;Si;No;Si;No;11 A 25 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 1 y 3 horas;0;No;15354;1,70001E+11;INSTITUCION EDUCATIVA ANTONIO  LENIS;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,70001E+11;INSTITUCION EDUCATIVA ANTONIO  LENIS;S;URBANO;MAÑANA;70001;SINCELEJO;70;SUCRE;N;70001;SINCELEJO;SUCRE;70;62;83;3;59;74;3;49;54;2;61;87;3;56;73;A1;288;78;56.792.083.027.367;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;23/02/2002;20194;SB11201940501274;ESTUDIANTE;No;COLOMBIA;NA;HUILA;41;AIPE;41016;Estrato 1;5 a 6;Tres;Primaria incompleta;Primaria completa;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;No;Si;No;No;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;433839;2,41016E+11;IE LA CEJA MESITAS;MIXTO;OFICIAL;A;NA;ACADÉMICO;2,41016E+11;IE LA CEJA MESITAS;S;RURAL;COMPLETA;41016;AIPE;41;HUILA;N;41016;AIPE;HUILA;41;52;47;3;39;17;2;43;32;2;44;46;2;39;26;A-;220;34;372.142.819.723.967;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;5/05/2002;20194;SB11201940154274;ESTUDIANTE;No;COLOMBIA;NA;META;50;ACACÍAS;50006;Estrato 3;3 a 4;Tres;Primaria completa;Secundaria (Bachillerato) incompleta;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;No;61036;1,50006E+11;IE JUAN ROZO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,50006E+11;SEDE PRINCIPAL - JUAN ROZO;S;URBANO;MAÑANA;50006;ACACÍAS;50;META;N;50006;ACACÍAS;META;50;37;8;2;56;67;3;53;67;2;34;18;1;46;45;A-;225;37;520.149.849.993.697;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;2/08/2002;20194;SB11201940109188;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;BETANIA;5091;Estrato 3;3 a 4;Cuatro;Primaria incompleta;Secundaria (Bachillerato) incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;No;No;11 A 25 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Mejor;No leo por entretenimiento;Más de 3 horas;0;No;1453;1,05091E+11;I. E. PERLA DEL CITARA;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05091E+11;I. E. PERLA DEL CITARA;S;URBANO;COMPLETA;5091;BETANIA;5;ANTIOQUIA;N;5034;ANDES;ANTIOQUIA;5;50;41;2;51;50;3;52;65;2;52;68;2;48;52;A1;255;58;505.434.755.284.342;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;18/09/2002;20194;SB11201940165747;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;SOLEDAD;8758;Estrato 1;3 a 4;Tres;No sabe;Secundaria (Bachillerato) completa;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;No;Si;11 A 25 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;Entre 1 y 3 horas;Entre 21 y 30 horas;No;718882;1,08758E+11;INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN ANTONIO DE PADUA;MIXTO;OFICIAL;A;N;TÉCNICO;1,08758E+11;INSTITUCION EDUCATIVA TECNICA INDUSTRIAL SAN ANTONIO DE PADUA;S;URBANO;UNICA;8758;SOLEDAD;8;ATLANTICO;N;8758;SOLEDAD;ATLANTICO;8;39;11;2;31;6;1;45;42;2;34;18;1;35;14;A-;185;12;531.045.514.884.582;3;2;PUBLICAR;NO
CC;COLOMBIA;M;19/06/2000;20194;SB11201940192561;ESTUDIANTE;No;COLOMBIA;NA;GUAVIARE;95;SAN JOSÉ DEL GUAVIARE;95001;Estrato 2;3 a 4;Tres;Secundaria (Bachillerato) incompleta;Educación profesional completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Si;Si;Si;Si;No;No;Si;No;MÁS DE 100 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;No leo por entretenimiento;Más de 3 horas;0;No;55186;1,95001E+11;INSTITUCION EDUCATIVA SANTANDER;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,95001E+11;COLEGIO SANTANDER;S;URBANO;NOCHE;95001;SAN JOSÉ DEL GUAVIARE;95;GUAVIARE;N;95001;SAN JOSÉ DEL GUAVIARE;GUAVIARE;95;57;66;3;29;3;1;54;69;2;52;68;2;57;78;A1;243;50;554.278.818.251.209;3;2;PUBLICAR;NO
TI;COLOMBIA;M;25/02/2002;20194;SB11201940545810;ESTUDIANTE;No;COLOMBIA;NA;CASANARE;85;YOPAL;85001;Estrato 1;5 a 6;Dos;Secundaria (Bachillerato) incompleta;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja en el hogar, no trabaja o estudia;No;No;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;Entre 30 y 60 minutos;Menos de 10 horas;No;116111;2,85001E+11;IE POLICARPA SALAVARRIETA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;2,85001E+11;POLICARPA SALAVARRIETA;S;RURAL;MAÑANA;85001;YOPAL;85;CASANARE;N;85001;YOPAL;CASANARE;85;53;51;3;58;71;3;50;57;2;35;22;1;43;37;A-;243;49;365.849.470.750.138;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;30/01/2002;20194;SB11201940456919;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;SOACHA;25754;Estrato 3;3 a 4;Dos;No sabe;Técnica o tecnológica incompleta;No sabe;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;No;No;Si;Si;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;32813;3,25754E+11;COLEGIO EUGENIO DIAZ CASTRO SAS;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,25754E+11;COLEGIO EUGENIO DIAZ CASTRO SAS;S;URBANO;COMPLETA;25754;SOACHA;25;CUNDINAMARCA;N;25754;SOACHA;CUNDINAMARCA;25;60;76;3;55;64;3;52;64;2;59;84;3;54;70;A1;282;75;547.401.645.841.513;3;3;PUBLICAR;NO
TI;COLOMBIA;F;28/02/2003;20194;SB11201940414255;ESTUDIANTE;No;COLOMBIA;NA;HUILA;41;NEIVA;41001;Estrato 1;3 a 4;Tres;Educación profesional completa;Educación profesional completa;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;No;No;Si;No;26 A 100 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Mejor;Entre 1 y 2 horas;Entre 1 y 3 horas;0;Si, en efectivo;109009;1,41001E+11;ATANASIO GIRARDOT;MIXTO;OFICIAL;A;N;TÉCNICO;1,41001E+11;ATANASIO GIRARDOT;S;URBANO;COMPLETA;41001;NEIVA;41;HUILA;N;41001;NEIVA;HUILA;41;70;97;4;71;96;4;70;98;3;74;100;4;71;95;B1;356;99;594.631.458.719.117;3;3;PUBLICAR;NO
TI;COLOMBIA;F;7/08/2002;20194;SB11201940155256;ESTUDIANTE;No;COLOMBIA;NA;CAUCA;19;EL TAMBO;19256;Estrato 1;5 a 6;Uno;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;No;No;No;No;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Nunca o rara vez comemos eso;Igual;30 minutos o menos;No Navega Internet;0;NA;115576;1,19256E+11;I.E. SAN CARLOS;MIXTO;OFICIAL;A;N;ACADÉMICO;1,19256E+11;SAN CARLOS (sede principal);S;URBANO;MAÑANA;19256;EL TAMBO;19;CAUCA;N;19256;EL TAMBO;CAUCA;19;53;53;3;51;50;3;43;33;2;39;32;1;31;7;A-;227;38;30.768.684.298.938;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;11/05/2002;20194;SB11201940483758;ESTUDIANTE;Si;COLOMBIA;Comunidad afrodescendiente;SUCRE;70;SANTIAGO DE TOLÚ;70820;Estrato 1;3 a 4;Uno;Educación profesional completa;Secundaria (Bachillerato) incompleta;Pensionado;Trabaja en el hogar, no trabaja o estudia;Si;Si;No;No;No;No;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;30 minutos o menos;Más de 3 horas;Más de 30 horas;Si, en efectivo;55483;1,7082E+11;INST EDUC LUIS PATRON ROSANO;MIXTO;OFICIAL;A;N;ACADÉMICO;1,7082E+11;INST EDUC LUIS PATRON ROSANO;S;URBANO;TARDE;70820;SANTIAGO DE TOLÚ;70;SUCRE;N;70820;SANTIAGO DE TOLÚ;SUCRE;70;63;84;3;55;62;3;53;67;2;49;60;2;41;32;A-;270;68;447.250.504.793.421;2;2;PUBLICAR;GENERACION E - GRATUIDAD
